productCode,image,name,category,description,price
795697ZARAG1088,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1714488408/795697_ZARAG_1088_001_100_0000_Light.jpg,Reversible nylon GG zip jacket,MENS RTW,"The GG motif appears in unexpected colours and fabric combinations, from linen blend to nylon. This reversible zip jacket is made from a grey nylon GG jacquard twill on one side, revealing a lilac technical canvas on the reverse. A Gucci embroidered detail adds the finishing touch to the look.",3650.0
795635AADQX1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1714492901/795635_AADQX_1000_001_100_0000_Light.jpg,Belt with rectangular buckle,MENS BELTS,"Versatile and essential pieces continue to enrich the Gucci Pre-Fall 2024 collection. Presented in black leather, this striking belt features a rectangular silver-toned buckle to bring definition to everyday styling.",490.0
795557XJGU66317,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1715359558/795557_XJGU6_6317_001_100_0000_Light.jpg,Cotton jersey printed hooded sweatshirt,MENS RTW,"Creative Director Sabato De Sarno reinvents the essential men's wardrobe for the Fall Winter 2024 collection, with a new and contemporary perspective. The everyday cotton jersey hooded sweatshirt is revived with a Gucci University print for a nonchalant feel.",1350.0
795557XJGVF1043,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1715359564/795557_XJGVF_1043_001_100_0000_Light.jpg,Cotton jersey hooded sweatshirt,MENS RTW,"Part of the men's Fall Winter 2024 collection, everyday ready-to-wear pieces are elevated thanks to high quality materials and impeccable craftsmanship. This hooded black cotton jersey sweatshirt is enriched with a crystal Gucci embroidery across the front.",1800.0
7955270AAAR2140,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1709658081/795527_0AAAR_2140_001_100_0000_Light.jpg,GG Marmont belt,MENS BELTS,"The GG Marmont line continues to be reinterpreted in new ways for the latest collections. Deepening this style's connection to the House's heritage, the iconic Double G buckle appears in gold-toned on this dark brown leather belt.",570.0
7955270AAAR1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1711647948/795527_0AAAR_1000_001_100_0000_Light.jpg,GG Marmont belt,MENS BELTS,"The GG Marmont line continues to be reinterpreted in new ways for the latest collections. Deepening this style's connection to the House's heritage, the iconic Double G buckle appears in gold-toned on this black leather belt.",570.0
7955260AAAR2140,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1709658078/795526_0AAAR_2140_001_100_0000_Light.jpg,GG Marmont wide belt,MENS BELTS,"The GG Marmont line continues to be reinterpreted in new ways for the latest collections. Deepening this style's connection to the House's heritage, the iconic Double G buckle appears in gold-toned on this dark brown leather belt.",595.0
7955260AAAR1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1709658075/795526_0AAAR_1000_001_100_0000_Light.jpg,GG Marmont wide belt,MENS BELTS,"The GG Marmont line continues to be reinterpreted in new ways for the latest collections. Deepening this style's connection to the House's heritage, the iconic Double G buckle appears in gold-toned on this black leather belt.",595.0
795479FADJA1042,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1708502471/795479_FADJA_1042_001_084_0000_Light.jpg,Small GG crossbody bag,MENS BAGS,"Part of the Pre-Fall selection, crossbody bags are ideal for everyday looks. Revitalizing functional pieces with a modern-day interpretation, everyday accessories are defined by the emblematic monogram. Here, the GG Supreme canvas appears in black, while a Web strap adds a pop of color to the cross-body bag.",1980.0
79546796IWT8745,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1716914861/795467_96IWT_8745_001_074_0000_Light.jpg,Ophidia super mini bag,MENS SMLG,"A selection of bags, including mini cross-body bags, briefcases and totes have been reshaped with functional details. Crafted from beige and ebony GG Supreme canvas, this Ophidia super mini bag comes with a detachable shoulder strap.",1600.0
7954662ZGMN8441,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1712254568/795466_2ZGMN_8441_001_100_0000_Light.jpg,Ophidia super mini shoulder bag,MENS SMLG,"A selection of bags, including mini cross-body bags, briefcases and totes have been reshaped with functional details. Crafted from blue and ebony GG Supreme canvas, this super mini bag features two inside card slots and an adjustable shoulder strap.",1490.0
795465FADJK1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713805324/795465_FADJK_1000_001_085_0000_Light.jpg,Small GG crossbody bag with tag,MENS BAGS,"A selection of bags, including mini cross-body bags, briefcases and totes have been reshaped with functional details. Crafted from black leather and GG Supreme canvas, this crossbody bag features an inside pocket and an adjustable shoulder strap. A Gucci Made in Italy leather tag completes the design as an elegant logo touch.",1980.0
795464FACU59047,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713891734/795464_FACU5_9047_001_080_0000_Light.jpg,Small GG crossbody bag with tag,MENS BAGS,"A selection of bags, including mini cross-body bags, briefcases and totes have been reshaped with functional details. Crafted from white leather and GG Supreme canvas, this crossbody bag features an inside pocket and adjustable shoulder strap. A Gucci Made in Italy leather tag completes the design as an elegant logo touch.",2250.0
795464FACU51000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713891729/795464_FACU5_1000_001_080_0000_Light.jpg,Small GG crossbody bag with tag,MENS BAGS,"A selection of bags, including mini cross-body bags, briefcases and totes have been reshaped with functional details. Crafted from black leather and GG Supreme canvas, this crossbody bag features an inside pocket and adjustable shoulder strap. A Gucci Made in Italy leather tag completes the design as an elegant logo touch.",2250.0
795463FADJK1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1707492664/795463_FADJK_1000_001_075_0000_Light.jpg,Small GG belt bag with tag,MENS BAGS,"A selection of bags, including mini cross-body bags, briefcases and totes have been reshaped with functional details. Crafted from black leather and GG Supreme canvas, this belt bag features zip pockets. A Gucci Made in Italy leather tag completes the design as an elegant logo touch.",1600.0
795462FADML1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1712333777/795462_FADML_1000_001_100_0000_Light.jpg,Medium GG backpack with tag,MENS BAGS,"A selection of bags, including mini cross-body bags, briefcases and totes have been reshaped with functional details. Crafted from black leather and GG Supreme canvas, this backpack features an inside pocket and outside pocket. A Gucci Made in Italy leather tag completes the design as an elegant logo touch.",2980.0
795461FACU51000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713543365/795461_FACU5_1000_001_100_0000_Light.jpg,Medium GG briefcase with tag,MENS BAGS,"A selection of bags, including mini cross-body bags, briefcases and totes have been reshaped with functional details. Crafted from black leather and GG Supreme canvas, this briefcase features a laptop compartment and adjustable shoulder strap. A Gucci Made in Italy leather tag completes the design as an elegant logo touch.",2780.0
795460FADJK1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1712333770/795460_FADJK_1000_001_100_0000_Light.jpg,Medium GG tote bag with tag,MENS BAGS,"A selection of bags, including mini cross-body bags, briefcases and totes have been reshaped with functional details. Crafted from black leather and GG Supreme canvas, this tote bag features a top handle and an adjustable shoulder strap. A Gucci Made in Italy leather tag completes the design as an elegant logo touch.",3250.0
795459FADJK1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1710957649/795459_FADJK_1000_001_087_0000_Light.jpg,Medium GG crossbody bag with tag,MENS BAGS,"A selection of bags, including mini cross-body bags, briefcases and totes have been reshaped with functional details. Crafted from black leather and GG Supreme canvas, this crossbody bag features an inside zip pocket and an adjustable shoulder strap. A Gucci Made in Italy leather tag completes the design as an elegant logo touch.",2300.0
795457FADJK1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713543353/795457_FADJK_1000_001_095_0000_Light.jpg,GG large duffle bag,TRAVEL,"Historical materials continue to be brought back into the forefront of Gucci creativities. For the Pre-Fall 2024 collection, the GG Supreme is paired with leather atop a selection of small accessories and bags, presenting archival details in a contemporary way. Here, this duffle bag is presented in black GG Supreme canvas.",3250.0
795353EAA251000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713543338/795353_EAA25_1000_001_080_0000_Light.jpg,Bi-fold crocodile wallet,MENS SMLG,Essential small leather goods become precious accessories in expertly crafted crocodile leather. This classic black bi-fold wallet is complete with eight card slots and two bill compartments.,3700.0
7953104G2001300,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1711729946/795310_4G200_1300_001_100_0000_Light.jpg,GG wool jacquard scarf,MENS SILK ACC,Established symbols and patterns of Gucci's heritage continue to evolve for the Pre-Fall 2024 collection. This scarf appears in light pink GG wool jacquard.,450.0
7953104G2001000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1711729944/795310_4G200_1000_001_100_0000_Light.jpg,GG wool jacquard scarf,MENS SILK ACC,Established symbols and patterns of Gucci's heritage continue to evolve for the Pre-Fall 2024 collection. This scarf appears in black GG wool jacquard.,450.0
795296AABXM1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1707492658/795296_AABXM_1000_001_080_0000_Light.jpg,Long wallet with Gucci logo,MENS SMLG,"Slim and compact small leather goods from the latest collections highlight signature shades sporting the Gucci logo. This long wallet with twelve card slots is crafted in black leather, complete with the silver-toned logo detail.",820.0
795288AABXM1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1707492656/795288_AABXM_1000_001_080_0000_Light.jpg,Passport case with Gucci logo,MENS SMLG,"Slim and compact small leather goods from the latest collections highlight signature shades sporting the Gucci logo. This passport case with four card slots is crafted in black leather, complete with the silver-toned logo detail.",410.0
795286AABXM1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1712253713/795286_AABXM_1000_001_090_0000_Light.jpg,Coin wallet with Gucci logo,MENS SMLG,"Slim and compact small leather goods from the latest collections highlight signature shades sporting the Gucci logo. This coin wallet with six card slots is crafted in black leather, complete with a script detail.",550.0
795285AABXM1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1707490942/795285_AABXM_1000_001_080_0000_Light.jpg,Card case with Gucci logo,MENS SMLG,"Slim and compact small leather goods from the latest collections highlight signature shades sporting the Gucci logo. This card case with six card slots is crafted in black leather, complete with the silver-toned logo detail.",380.0
7952844G4839066,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1711729941/795284_4G483_9066_001_100_0000_Light.jpg,GG silk cotton stole,MENS SILK ACC,"Established symbols and patterns of Gucci's heritage continue to evolve for the Pre-Fall 2024 collection. Crafted from off white GG silk cotton, this stole is enriched with a Web trim.",550.0
7952844G4839566,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1711729942/795284_4G483_9566_001_100_0000_Light.jpg,GG silk cotton stole,MENS SILK ACC,"Established symbols and patterns of Gucci's heritage continue to evolve for the Pre-Fall 2024 collection. Crafted from beige GG silk cotton, this stole is enriched with a Web trim.",550.0
7952844G4831066,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1711729940/795284_4G483_1066_001_100_0000_Light.jpg,GG silk cotton stole,MENS SILK ACC,"Established symbols and patterns of Gucci's heritage continue to evolve for the Pre-Fall 2024 collection. Crafted from black GG silk cotton, this stole is enriched with a Web trim.",550.0
795279AADWB3346,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1710928047/795279_AADWB_3346_001_100_0000_Light.jpg,Men's driver with Horsebit,MENS SHOES,"A nod to the House's equestrian past, the Horsebit has become a historical emblem throughout the years. In this version, symbol defines this pair of drivers crafted from dark green suede.",895.0
795279AADWB4157,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1710928050/795279_AADWB_4157_001_100_0000_Light.jpg,Men's driver with Horsebit,MENS SHOES,"Inspired by the summer spirit and beach clubs on the Italian coast, this item is part of Gucci Lido. A nod to the House's equestrian past, the Horsebit has become a historical emblem throughout the years. In this version, symbol defines this pair of drivers crafted from dark blue suede.",895.0
795279AADWB6329,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1709145075/795279_AADWB_6329_001_100_0000_Light.jpg,Men's driver with Horsebit,MENS SHOES,"A nod to the House's equestrian past, the Horsebit has become a historical emblem throughout the years. In this version, symbol defines this pair of drivers crafted from brown suede.",895.0
795279AADWB9511,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1710928053/795279_AADWB_9511_001_100_0000_Light.jpg,Men's driver with Horsebit,MENS SHOES,"Inspired by the summer spirit and beach clubs on the Italian coast, this item is part of Gucci Lido. A nod to the House's equestrian past, the Horsebit has become a historical emblem throughout the years. In this version, symbol defines this pair of drivers crafted from suede.",895.0
795240AABY01000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1708502457/795240_AABY0_1000_001_100_0000_Light.jpg,Jumbo GG mini bag,MENS SMLG,"The all-black jumbo GG design returns for Pre-Fall 2024 atop a selection of small leather pieces. A reinterpretation of Guccio Gucci's initials, the motif is an evergreen of the House that appears prominently in maxi size for an eye-catching logo feel. Here the emblematic leather defines this mini bag with two card slots.",1850.0
795239XJGP09692,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1709919151/795239_XJGP0_9692_001_100_0000_Light.jpg,Long sleeved polo shirt with Web,MENS RTW,"From the 1970s 'Gucci Tennis' sneaker to the present day, the House continues to express its connection to the sport with signature pieces focusing on heritage as well as innovation. This regular fit polo shirt is made from a nylon and cotton piquet and enriched with a debossed Gucci detail and a green and red Web intarsia.",1800.0
795233FACQC1048,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1710785809/795233_FACQC_1048_001_090_0000_Light.jpg,GG zip card case with GG detail,MENS SMLG,"Slim and compact small leather goods from the latest collections highlight new colorful shades sporting the GG logo with a bicolor design. This zip card case with five slots appears in a black GG Supreme canvas, complete with a smooth grey leather trim.",415.0
795233FACQC1049,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1711729932/795233_FACQC_1049_001_090_0000_Light.jpg,GG zip card case with GG detail,MENS SMLG,"Slim and compact small leather goods from the latest collections highlight new colorful shades sporting the GG logo with a bicolor design. This zip card case with five slots appears in a black GG Supreme canvas, complete with a smooth dark green leather trim.",415.0
795230FACQC1048,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1710785804/795230_FACQC_1048_001_080_0000_Light.jpg,GG card case with GG detail,MENS SMLG,"Slim and compact small leather goods from the latest collections highlight new colorful shades sporting the GG logo with a bicolor design. This card case with six slots appears in a black GG Supreme canvas, complete with a smooth grey leather trim.",340.0
795229FACQC1048,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1710785799/795229_FACQC_1048_001_080_0000_Light.jpg,GG passport case with grey interior,MENS SMLG,"Slim and compact small leather goods from the latest collections highlight new colorful shades sporting the GG logo with a bicolor design. This passport case with four card slots appears in a black GG Supreme canvas, complete with a smooth grey leather interior.",370.0
795229FACQC1049,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1710957646/795229_FACQC_1049_001_080_0000_Light.jpg,GG passport case with dark green interior,MENS SMLG,"Slim and compact small leather goods from the latest collections highlight new colorful shades sporting the GG logo with a bicolor design. This passport case with four card slots appears in a black GG Supreme canvas, complete with a smooth dark green leather interior.",370.0
795229FADMR1050,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1710785801/795229_FADMR_1050_001_080_0000_Light.jpg,GG passport case with bordeaux interior,MENS SMLG,"Slim and compact small leather goods from the latest collections highlight new colorful shades sporting the GG logo with a bicolor design. This passport case with four card slots appears in a black GG Supreme canvas, complete with a smooth bordeaux leather interior.",370.0
795200ZAQ821084,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713981683/795200_ZAQ82_1084_001_100_0000_Light.jpg,Gucci floral punk print floral shirt,MENS RTW,"Inspired by the summer spirit and beach clubs on the Italian coast, this item is part of Gucci Lido. This regular fit shirt is presented in a grey and pink cotton poplin with an allover Gucci floral punk print.",1350.0
7951751T56F1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1710180958/795175_1T56F_1000_001_090_0000_Light.jpg,GG Marmont zip card case,MENS SMLG,"The signature Double G hardware is reimagined season after season, successfully demonstrating Gucci's way of connecting archival symbols to a modern aesthetic. The hardware is presented in tonal resin as part of Pre-Fall 2024, resulting in small leather accessories for a contemporary wardrobe. This zip card case is presented in black leather with five card slots.",490.0
795175DJ20T1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1711729930/795175_DJ20T_1000_001_090_0000_Light.jpg,GG Marmont zip card case,MENS SMLG,"The signature Double G hardware is reimagined season after season, successfully demonstrating Gucci's way of connecting archival symbols to a modern aesthetic. The hardware is presented in a gold tone as part of Pre-Fall 2024, resulting in small leather accessories for a contemporary wardrobe. This zip card case is presented in black leather with five card slots.",490.0
795174XJGRO4215,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1709919144/795174_XJGRO_4215_001_100_0000_Light.jpg,Cotton polo shirt with Web,MENS RTW,The Web is being re-envisioned as patterns and unique details through complex constructions and stitching techniques that elevate knitwear and more pieces from mere sportswear to iconic masterpieces. This regular fit polo shirt is presented in a stretch cotton piquet and defined by a green and red Web detail across the collar.,850.0
795174XJGRP1056,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1718385395/795174_XJGRP_1056_001_100_0000_Light.jpg,Cotton polo shirt with Web,MENS RTW,The Web is being re-envisioned as patterns and unique details through complex constructions and stitching techniques that elevate knitwear and more pieces from mere sportswear to iconic masterpieces. This regular fit polo shirt is presented in a stretch cotton piquet and defined by a green and red Web detail across the collar.,850.0
7951661T56F1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1711729927/795166_1T56F_1000_001_100_0000_Light.jpg,GG Marmont long wallet,MENS SMLG,"The signature Double G hardware is reimagined season after season, successfully demonstrating Gucci's way of connecting archival symbols to a modern aesthetic. The hardware is presented in tonal resin as part of Pre-Fall 2024, resulting in small leather accessories for a contemporary wardrobe. This long wallet is presented in black leather with multiple card slots and pockets.",780.0
795165DJ20T1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1709658055/795165_DJ20T_1000_001_080_0045_Light.jpg,GG Marmont zip around wallet,MENS SMLG,"The signature Double G hardware is reimagined season after season, successfully demonstrating Gucci's way of connecting archival symbols to a modern aesthetic. The hardware is presented in a gold tone as part of Pre-Fall 2024, resulting in small leather accessories for a contemporary wardrobe. This zip around wallet is presented in black leather with five card slots.",540.0
795144XJGRK9074,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1709919142/795144_XJGRK_9074_001_100_0000_Light.jpg,GG terry cloth short with Web,MENS RTW,"From the 1970s 'Gucci Tennis' sneaker to the present day, the House continues to express its connection to the sport with signature pieces focusing on heritage as well as innovation. These regular fit shorts are made from a GG terry cloth and enriched with a green and red Web intarsia.",1800.0
795130XJGRK9074,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1709919138/795130_XJGRK_9074_001_100_0000_Light.jpg,GG terry cloth zip jacket with Web,MENS RTW,"From the 1970s 'Gucci Tennis' sneaker to the present day, the House continues to express its connection to the sport with signature pieces focusing on heritage as well as innovation. This regular fit zip jacket is presented in GG terry cloth and enriched with a Web intarsia and Web detail across the collar.",2750.0
795116AADQC6207,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713457935/795116_AADQC_6207_001_100_0000_Light.jpg,Men's Horsebit loafer,MENS SHOES,"Defined by an elegant silhouette, this man's loafer is crafted in refined leather and is completed by the iconic Horsebit with a silver finish.",1090.0
795116AADQC2106,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1707844520/795116_AADQC_2106_001_100_0000_Light.jpg,Men's Horsebit loafer,MENS SHOES,"Defined by an elegant silhouette, this man's loafer is crafted in refined leather and is completed by the iconic Horsebit with a silver finish.",1090.0
795116AADQC1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1721146524/795116_AADQC_1000_001_100_0000_Light.jpg,Men's Horsebit loafer,MENS SHOES,"Defined by an elegant silhouette, this man's loafer is crafted in refined leather and is completed by the iconic Horsebit with a silver finish.",1090.0
795073XJGRV2270,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713981675/795073_XJGRV_2270_001_100_0000_Light.jpg,Technical jersey short with Web,MENS RTW,"The GG motif appears in unexpected colours and fabric combinations, from linen blend to nylon. These relaxed shorts are presented in a technical jersey with an allover GG print. A green and red Web intarsia defines the silhouette.",1550.0
795071XJGRV2270,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713981670/795071_XJGRV_2270_001_100_0000_Light.jpg,Technical jersey zip jacket with Web,MENS RTW,"The GG motif appears in unexpected colours and fabric combinations, from linen blend to nylon. This relaxed zip jacket is presented in a technical jersey with an allover GG print. A green and red Web intarsia defines the silhouette.",2950.0
794918FADJA1042,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1708502451/794918_FADJA_1042_001_100_0000_Light.jpg,Medium GG tote,MENS BAGS,"A selection of bags, including cross-body bags, briefcases and totes have been reshaped with functional details. Featuring a light construction in a classic color palette, the GG motif defines each style as an integral design element. Here, the GG Supreme canvas appears in black, while a Web strap adds a pop of color to the tote bag.",2380.0
794914AABXM1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1712253703/794914_AABXM_1000_001_079_0000_Light.jpg,Medium business case with Gucci logo,MENS BAGS,"Slim and compact small leather goods from the latest collections highlight signature shades sporting the Gucci logo. This business case with a card slot and pen slot is crafted in black leather, complete with the silver-toned logo detail.",1290.0
794907ZAQ9H1035,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713544257/794907_ZAQ9H_1035_001_100_0000_Light.jpg,Silk shirt with GG Shadow,MENS RTW,"Inspired by the summer spirit and beach clubs on the Italian coast, this item is part of Gucci Lido. This regular fit shirt is presented in a grey and white silk twill with an allover GG print with a contemporary optical effect, paying homage to the House's equestrian heritage.",1700.0
794816ZAREC1043,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1717172161/794816_ZAREC_1043_001_100_0000_Light.jpg,Reversible nylon bomber jacket,MENS RTW,Black ushers in Pre-Fall mood with sophisticated sets that reveal complex internal constructions and subtle details behind a seemingly somber surface. This reversible bomber jacket is presented in black nylon on the one side with a white nylon GG jacquard on the reverse. A Gucci embroidered detail and striped rib trim complete the look.,3250.0
794790AACZS1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1711355530/794790_AACZS_1000_001_100_0000_Light.jpg,Men's loafer,MENS SHOES,This pair of loafers is crafted in black smooth leather. The refined shape and the classic details of the construction speak about the unique elegance of this style.,1150.0
794337XJGTW1056,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1715185842/794337_XJGTW_1056_001_100_0000_Light.jpg,Viscose jersey sweatshirt with embroidery,MENS RTW,"Creative Director Sabato De Sarno reinvents the essential men's wardrobe for the Fall Winter 2024 collection, with wearabilty and fit becoming key statements. Knitwear pieces are updated with modern silhouettes in high-quality fabrics. Here, a Gucci embroidery enriches this grey bonded viscose jersey sweatshirt.",2100.0
794335XJGTV9692,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1715359544/794335_XJGTV_9692_001_100_0000_Light.jpg,Cotton piquet polo top with embroidery,MENS RTW,"Creative Director Sabato De Sarno, revisits leisure wear pieces with a refined aesthetic. Designed from white technical jersey cotton, this polo top speaks to the original preppy style with its contrasting black trim. A neat Gucci embroidery features on the front as a nod to the House.",980.0
794326XJGT41043,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1715652007/794326_XJGT4_1043_001_100_0000_Light.jpg,Cotton jersey long sleeve T-shirt,MENS RTW,"Part of the men's Fall Winter 2024 collection, everyday ready-to-wear pieces are elevated thanks to high quality materials and impeccable craftsmanship. This oversize fit, long sleeve, black cotton jersey T-shirt is enriched with delicate Gucci embroidery.",880.0
794196AABZA1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1707158733/794196_AABZA_1000_001_100_0000_Light.jpg,Wide belt with Interlocking G buckle,MENS BELTS,"Emblematic codes from the archives continue to be reinterpreted for the Pre-Fall 2024 collection. Presented in black jumbo GG leather, this belt is distinguished by an Interlocking G silver-toned hardware.",580.0
794178AACZS1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1712253688/794178_AACZS_1000_001_100_0000_Light.jpg,Men's lace-up shoe,MENS SHOES,"A lace-up shoe in smooth, shiny leather enriched with a refined silhouette speaks to the signature Gucci elegance.",1190.0
794088AABY01000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1708966036/794088_AABY0_1000_001_077_0000_Light.jpg,Jumbo GG small crossbody bag,MENS BAGS,"The jumbo GG continues to enrich the latest collections with a maxi version of the House logo. For Pre-Fall, the well-known motif in black speaks to everyday wear. Here it defines this cross-body bag, complete with an inside zip pocket and outside flap pocket.",2380.0
793914ZAQ0T6207,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1716999338/793914_ZAQ0T_6207_001_100_0000_Light.jpg,Oversized wool shirt with neck scarf,MENS RTW,"Creative Director Sabato De Sarno reinvents the essential men's wardrobe for the Fall Winter 2024 collection, with wearabilty and fit becoming key statements. Elegant shirts are reinvented with a twist, combining elegance with a punk spirit. Here a detachable collar and neck scarf defines this oversize wool shirt.",1700.0
793801ZAQ0T4440,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1717690737/793801_ZAQ0T_4440_001_100_0000_Light.jpg,Light wool pant,MENS RTW,"Creative Director Sabato De Sarno reinvents the essential men's wardrobe for the Fall Winter 2024 collection, with wearabilty and fit becoming key statements. Pants with an easy fit exude a contemporary attitude. This pair appears in refined dark blue light wool, elevated by the Gucci embroidery.",1350.0
793801ZARG86417,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1715651147/793801_ZARG8_6417_001_100_0000_Light.jpg,Wool pant with embroidery,MENS RTW,"Creative Director Sabato De Sarno reinvents the essential men's wardrobe for the Fall Winter 2024 collection, with wearabilty and fit becoming key statements. Pants with an easy fit speak to a more contemporary attitude. This pair in burgundy wool is elevated with a subtle Gucci embroidery.",1350.0
793801ZARGO1136,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1715651163/793801_ZARGO_1136_001_100_0000_Light.jpg,Wool pants with GG Shadow,MENS RTW,"Creative Director Sabato De Sarno reinvents the essential men's wardrobe for the Fall Winter 2024 collection, with wearabilty and fit becoming key statements. Pants with an easy fit exude a contemporary attitude. This pair appears in grey and black wool with the GG monogram recalling the House heritage.",1750.0
793801ZARR86320,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1717690743/793801_ZARR8_6320_001_100_0000_Light.jpg,Wool pant with GG Shadow,MENS RTW,"Creative Director Sabato De Sarno reinvents the essential men's wardrobe for the Fall Winter 2024 collection, with wearabilty and fit becoming key statements. Pants with an easy fit exude a contemporary attitude. This pair appears in the Rosso Ancora red and white wool with the GG monogram recalling the House heritage.",1750.0
7937620YA0X1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1714410091/793762_0YA0X_1000_001_100_0000_Light.jpg,Thin belt with Gucci plaque buckle,MENS BELTS,Versatile and essential pieces are enriched with the House's most defining codes. This thin black leather belt is finished with a silver-toned plaque buckle with the Gucci logo engraving.,470.0
7937610YA0X1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1714408359/793761_0YA0X_1000_001_100_0000_Light.jpg,Belt with Gucci plaque buckle,MENS BELTS,Versatile and essential pieces are enriched with the House's most defining codes. This black leather belt is finished with a silver-toned plaque buckle with the Gucci logo engraving.,540.0
793760AABXM2117,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1710785784/793760_AABXM_2117_001_100_0000_Light.jpg,Belt with rectangular buckle,MENS BELTS,"Versatile and essential pieces continue to enrich the Gucci Pre-Fall 2024 collection. Presented in dark brown leather, this belt features a rectangular silver-toned buckle with a Gucci engraved belt loop, for a subtle logo feel.",530.0
